"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","90","3","2","178.614502","0","1346"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","8","1","1","16.206598","0","37"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","10","1","1","18.523245","0","37"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","111","1","1","195.908936","0","2462"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","61","1","1","597.869263","0","957"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","22","1","1","41.345505","0","180"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","141","1","1","297.927216","0","3207"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","225","8","1","480.065247","0","7322"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","1374","2","1","2506.448730","0","147934"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","34","1","1","66.500092","0","373"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","85","17","6","162.890457","0","604"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","10","1","1","16.137060","0","52"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","10","1","1","17.273224","0","64"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","47","1","1","56.695858","0","654"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","8","1","1","17.130400","0","43"
"/Game/Materials/M_DisolveEffect.M_DisolveEffect","0","34","1","1","66.990074","0","437"
"/Game/ExampleContent/Effects/Materials/m_flare_03.m_flare_03","0","31","1","1","42.723251","0","356"
"/Game/ExampleContent/Materials/M_Treasure_Chest.M_Treasure_Chest","0","19","1","1","39.992760","0","160"
"/Game/ExampleContent/Materials/M_Gold_Pile.M_Gold_Pile","0","33","1","1","58.737537","0","337"
"/Game/Materials/M_PBRDemo.M_PBRDemo","0","19","1","1","42.944283","0","114"
"/Game/ExampleContent/Materials/M_Pickup_Coin.M_Pickup_Coin","0","19","1","1","42.490269","0","133"
"/Game/ExampleContent/Materials/M_CharacterSimple.M_CharacterSimple","0","80","1","1","188.351700","0","1390"
"/Game/Materials/M_HealthBar.M_HealthBar","0","15","1","1","20.383141","0","99"
"/Game/ParagonGideon/FX/Materials/Energy/Plasma/M_Swirl_Plasma.M_Swirl_Plasma","0","22","1","1","33.513344","0","228"
"/Game/ParagonMinions/Characters/Minions/Down_Minions/Materials/M_SimpleLaneMinion.M_SimpleLaneMinion","0","52","1","1","110.329277","0","728"
"/Game/ExampleContent/Effects/Materials/M_fire.M_Fire","0","31","1","1","45.986053","0","286"
"/Game/ExampleContent/Effects/Materials/M_radial_ramp.M_radial_ramp","0","40","1","1","50.520405","0","418"
"/Game/ExampleContent/Effects/Materials/M_smoke_subUV.M_smoke_subUV","0","77","1","1","140.971451","0","1096"
"/Game/ExampleContent/Materials/M_PotionGlass.M_PotionGlass","0","16","1","1","32.386364","0","83"
"/Game/ExampleContent/Materials/M_Metal_Lighter.M_Metal_Lighter","0","64","1","1","141.477203","0","808"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","135","1","1","209.107178","0","3246"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_BlackHole_Dust.M_BlackHole_Dust","0","60","1","1","82.819237","0","986"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_BlackHole_Rim.M_BlackHole_Rim","0","60","1","1","82.872498","0","968"
"/Game/ParagonGideon/FX/Materials/Flares/M_Lensflare_TB_Soft_LDR2HDR.M_Lensflare_TB_Soft_LDR2HDR","0","57","1","1","93.297150","0","793"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_Explosion_Smoke_Spears.M_Explosion_Smoke_Spears","0","66","1","1","105.173271","0","1102"
"/Game/ParagonGideon/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_MASTER.M_Hotdog_Spark_VLerp_MASTER","0","57","1","1","93.197769","0","828"
"/Game/ParagonGideon/FX/Materials/Sparks/M_Soft_Spark_Glow.M_Soft_Spark_Glow","0","40","1","1","47.141933","0","448"
"/Game/ParagonGideon/FX/Materials/Heroes/M_Spark_VelocityLerp_TeamColor.M_Spark_VelocityLerp_TeamColor","0","31","1","1","43.574280","0","274"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","68","1","1","188.351212","0","1100"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","100","1","1","303.189514","0","1898"
"/Game/ParagonGideon/FX/Materials/Flares/M_GlowPoint_DistShrink_MASTER.M_GlowPoint_DistShrink_MASTER","0","40","1","1","66.338905","0","518"
"/Game/ParagonGideon/FX/Materials/Debris/M_Explosion_RockChunks.M_Explosion_RockChunks","0","152","1","1","311.469727","0","3794"
"/Game/ParagonGideon/FX/Materials/Flares/M_DarkFlare_DistShrink.M_DarkFlare_DistShrink","0","40","2","1","63.976795","0","580"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_Wispy_Smoke_Trail_Projectile.M_Wispy_Smoke_Trail_Projectile","0","41","1","1","62.503376","0","482"
"/Game/ParagonGideon/FX/Materials/Smoke/M_Inky_Smoke_Burst.M_Inky_Smoke_Burst","0","59","2","1","72.132553","0","735"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_BlackHole_Mesh.M_BlackHole_Mesh","0","60","8","1","75.210915","0","1066"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_BlackHole_Sprite.M_BlackHole_Sprite","0","46","8","1","63.123272","0","743"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_Wisp_SplineThicken_Small.M_Wisp_SplineThicken_Small","0","28","1","1","44.725632","0","189"
"/Game/Materials/M_HitFlashDemo.M_HitFlashDemo","0","19","1","1","39.837273","0","107"
"/Game/ExampleContent/M_BlockoutSimple.M_BlockoutSimple","0","31","1","1","71.795448","0","252"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","38","3","2","88.715591","0","257"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_Burden_Projectile.M_Burden_Projectile","0","64","8","2","98.591896","0","758"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_BlackHole_OuterSmoke.M_BlackHole_OuterSmoke","0","32","2","1","48.151581","0","306"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_BlackHole_Vortex.M_BlackHole_Vortex","0","26","1","1","36.867916","0","253"
"/Game/ParagonGideon/FX/Materials/Heroes/M_Radial_Blur_Refraction.M_Radial_Blur_Refraction","0","37","1","1","48.871693","0","417"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_BlackHole_Pebbles.M_BlackHole_Pebbles","0","88","1","1","153.492310","0","1251"
"/Game/ParagonGideon/FX/Materials/Flares/M_LensFlareMaster.M_LensFlareMaster","0","80","6","2","159.792923","0","639"
